seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr9	139760476	139760570	95	*	X38345	8721	139756571	139760738	4168	-	0	inside	167	EDF1
chr9	139781128	139781226	99	*	X38346	100616480	139781185	139781255	71	+	0	overlapStart	0	MIR4479
chr9	139844154	139844475	322	*	X38348	286256	139844003	139849949	5947	+	0	inside	150	LCN12
chr9	139886369	139886677	309	*	X38357	286257	139886870	139888428	1559	+	192	upstream	192	PAXX
chr9	139922022	139922171	150	*	X38358	401563	139921916	139931234	9319	+	0	inside	105	C9orf139
chr9	139940662	139940781	120	*	X38359	56654	139933909	139940676	6768	-	0	overlapStart	0	NPDC1
chr9	139942035	139942139	105	*	X38360	56654	139933909	139940676	6768	-	1358	upstream	1358	NPDC1
chr9	139948537	139948656	120	*	X38365	954	139942551	139948503	5953	-	33	upstream	33	ENTPD2
chr9	139949880	139949984	105	*	X38366	954	139942551	139948503	5953	-	1376	upstream	1376	ENTPD2
chr9	139971547	139971806	260	*	X38367	91373	139971953	139978990	7038	+	146	upstream	146	UAP1L1
chr9	139971929	139971991	63	*	X38368	91373	139971953	139978990	7038	+	0	overlapStart	0	UAP1L1
chr9	139972247	139972411	165	*	X38369	91373	139971953	139978990	7038	+	0	inside	293	UAP1L1
chr9	140009002	140009136	135	*	X38376	29952	140004992	140009195	4204	-	0	inside	58	DPP7
chr9	140009223	140009342	120	*	X38377	29952	140004992	140009195	4204	-	27	upstream	27	DPP7
chr9	140010018	140010152	135	*	X38378	29952	140004992	140009195	4204	-	822	upstream	822	DPP7
chr9	140031811	140031930	120	*	X38380	2902	140033609	140063214	29606	+	1678	upstream	1678	GRIN1
chr9	140032816	140032950	135	*	X38381	2902	140033609	140063214	29606	+	658	upstream	658	GRIN1
chr9	140033106	140033240	135	*	X38382	2902	140033609	140063214	29606	+	368	upstream	368	GRIN1
chr9	140064880	140064984	105	*	X38410	100500811	140063638	140063722	85	-	1157	upstream	1157	MIR3621
chr9	140064880	140064984	105	*	X38410	389816	140063212	140064491	1280	-	388	upstream	388	LRRC26
chr9	140065432	140065536	105	*	X38411	100500811	140063638	140063722	85	-	1709	upstream	1709	MIR3621
chr9	140065432	140065536	105	*	X38411	389816	140063212	140064491	1280	-	940	upstream	940	LRRC26
chr9	140065690	140065794	105	*	X38412	100500811	140063638	140063722	85	-	1967	upstream	1967	MIR3621
chr9	140065690	140065794	105	*	X38412	389816	140063212	140064491	1280	-	1198	upstream	1198	LRRC26
chr9	140115969	140116358	390	*	X38418	727800	140114699	140115775	1077	-	193	upstream	193	RNF208
chr9	140116797	140116913	117	*	X38419	727800	140114699	140115775	1077	-	1021	upstream	1021	RNF208
chr9	140117777	140117963	187	*	X38420	375791	140119644	140120763	1120	+	1680	upstream	1680	CYSRT1
chr9	140134468	140134572	105	*	X38421	10383	140135711	140138159	2449	+	1138	upstream	1138	TUBB4B
chr9	140149118	140149192	75	*	X38423	100129722	140144671	140147949	3279	-	1168	upstream	1168	STPG3-AS1
chr9	140149118	140149192	75	*	X38423	25920	140149759	140168000	18242	+	566	upstream	566	NELFB
chr9	140149883	140150002	120	*	X38424	100129722	140144671	140147949	3279	-	1933	upstream	1933	STPG3-AS1
chr9	140149883	140150002	120	*	X38424	25920	140149759	140168000	18242	+	0	inside	123	NELFB
chr9	140171883	140171987	105	*	X38426	54863	140172280	140177093	4814	+	292	upstream	292	TOR4A
chr9	140172513	140172647	135	*	X38427	54863	140172280	140177093	4814	+	0	inside	232	TOR4A
chr9	140198527	140198661	135	*	X38434	441478	140194083	140196703	2621	-	1823	upstream	1823	NRARP
chr9	140317161	140317265	105	*	X38438	10811	140317847	140328858	11012	+	581	upstream	581	NOXA1
chr9	140317893	140317910	18	*	X38439	10811	140317847	140328858	11012	+	0	inside	45	NOXA1
chr9	140317893	140317910	18	*	X38439	54932	140201348	140317714	116367	-	178	upstream	178	EXD3
chr9	140335837	140335985	149	*	X38440	377841	140328816	140335901	7086	-	0	overlapStart	0	ENTPD8
chr9	140355757	140355768	12	*	X38446	26012	140342023	140353786	11764	-	1970	upstream	1970	NSMF
chr9	140445549	140445812	264	*	X38447	64975	140446309	140447007	699	+	496	upstream	496	MRPL41
chr9	140445549	140445812	264	*	X38447	375775	140354405	140444986	90582	-	562	upstream	562	PNPLA7
chr9	140498722	140498826	105	*	X38449	92714	140500096	140510657	10562	+	1269	upstream	1269	ARRDC1
chr9	140500100	140500228	129	*	X38450	92714	140500096	140510657	10562	+	0	inside	3	ARRDC1
chr9	140500246	140500335	90	*	X38451	92714	140500096	140510657	10562	+	0	inside	149	ARRDC1
chr9	140512633	140512842	210	*	X38452	79813	140513444	140730578	217135	+	601	upstream	601	EHMT1
chr9	140513773	140513788	16	*	X38453	85026	140509784	140513308	3525	-	464	upstream	464	ARRDC1-AS1
chrX	2746882	2746927	46	*	X38496	8908	2746863	2800861	53999	+	0	inside	18	GYG2
chrX	2847118	2847252	135	*	X38501	414	2822011	2847416	25406	-	0	inside	163	ARSD
chrX	3264683	3264787	105	*	X38502	25878	3226609	3264684	38076	-	0	overlapStart	0	MXRA5
chrX	3265354	3265473	120	*	X38503	25878	3226609	3264684	38076	-	669	upstream	669	MXRA5
chrX	3631565	3631586	22	*	X38504	5613	3522384	3631675	109292	-	0	inside	88	PRKX
chrX	3631740	3631799	60	*	X38505	5613	3522384	3631675	109292	-	64	upstream	64	PRKX
chrX	3632375	3632422	48	*	X38506	5613	3522384	3631675	109292	-	699	upstream	699	PRKX
chrX	7065249	7065383	135	*	X38514	412	7065293	7272682	207390	+	0	overlapStart	0	STS
chrX	7065249	7065383	135	*	X38514	100616467	7065901	7065978	78	+	517	upstream	517	MIR4767
chrX	8700381	8700500	120	*	X38517	3730	8496915	8700227	203313	-	153	upstream	153	ANOS1
chrX	8700741	8700804	64	*	X38518	3730	8496915	8700227	203313	-	513	upstream	513	ANOS1
chrX	9733900	9733989	90	*	X38524	4935	9693453	9734005	40553	-	0	inside	15	GPR143
chrX	9754029	9754315	287	*	X38525	357	9754496	9917481	162986	+	180	upstream	180	SHROOM2
chrX	11684008	11684127	120	*	X38530	395	11155663	11683821	528159	-	186	upstream	186	ARHGAP6
chrX	11684143	11684277	135	*	X38531	395	11155663	11683821	528159	-	321	upstream	321	ARHGAP6
chrX	12156521	12156640	120	*	X38533	9758	12156585	12742642	586058	+	0	overlapStart	0	FRMPD4
chrX	12809320	12809447	128	*	X38534	5634	12809474	12842346	32873	+	26	upstream	26	PRPS2
chrX	12993240	12993259	20	*	X38535	7114	12993226	12995346	2121	+	0	inside	13	TMSB4X
chrX	12993020	12993135	116	*	X38536	7114	12993226	12995346	2121	+	90	upstream	90	TMSB4X
chrX	13587618	13587737	120	*	X38538	25975	13587694	13651694	64001	+	0	overlapStart	0	EGFL6
chrX	13956997	13957176	180	*	X38541	2824	13789062	13956831	167770	-	165	upstream	165	GPM6B
chrX	14547284	14547371	88	*	X38542	2742	14547420	14749933	202514	+	48	upstream	48	GLRA2
chrX	14547417	14547418	2	*	X38543	2742	14547420	14749933	202514	+	1	upstream	1	GLRA2
chrX	14547434	14547583	150	*	X38544	2742	14547420	14749933	202514	+	0	inside	13	GLRA2
chrX	14890611	14890703	93	*	X38545	158747	14891527	14939459	47933	+	823	upstream	823	MOSPD2
chrX	15353329	15353448	120	*	X38546	5277	15337573	15353676	16104	-	0	inside	227	PIGA
chrX	15756364	15756586	223	*	X38548	11238	15756412	15805748	49337	+	0	overlapStart	0	CA5B
chrX	16804834	16805208	375	*	X38552	55787	16804555	16862642	58088	+	0	inside	278	TXLNG
chrX	16888777	16888825	49	*	X38553	5931	16862775	16888534	25760	-	242	upstream	242	RBBP7
chrX	16888836	16888940	105	*	X38554	5931	16862775	16888534	25760	-	301	upstream	301	RBBP7
chrX	17392955	17393134	180	*	X38556	4810	17393543	17754113	360571	+	408	upstream	408	NHS
chrX	17393381	17393494	114	*	X38557	4810	17393543	17754113	360571	+	48	upstream	48	NHS
chrX	17754891	17754980	90	*	X38562	6322	17755592	17773105	17514	+	611	upstream	611	SCML1
chrX	17879686	17879877	192	*	X38566	10742	17818169	17879457	61289	-	228	upstream	228	RAI2
chrX	18443051	18443320	270	*	X38568	6792	18443725	18671749	228025	+	404	upstream	404	CDKL5
chrX	18443628	18443783	156	*	X38569	6792	18443725	18671749	228025	+	0	overlapStart	0	CDKL5
chrX	19002717	19002851	135	*	X38573	5256	18910416	19002480	92065	-	236	upstream	236	PHKA2
chrX	19140930	19140934	5	*	X38574	10149	19007425	19140755	133331	-	174	upstream	174	ADGRG2
chrX	19141468	19141557	90	*	X38575	10149	19007425	19140755	133331	-	712	upstream	712	ADGRG2
chrX	19362224	19362343	120	*	X38576	5160	19362011	19379825	17815	+	0	inside	212	PDHA1
chrX	19533734	19533750	17	*	X38580	389840	19378176	19533379	155204	-	354	upstream	354	MAP3K15
chrX	19906121	19906225	105	*	X38582	30011	19552083	19905744	353662	-	376	upstream	376	SH3KBP1
chrX	20008846	20009028	183	*	X38583	729609	20004935	20007897	2963	-	948	upstream	948	LOC729609
chrX	20134691	20134840	150	*	X38585	256714	20024831	20135114	110284	-	0	inside	273	MAP7D2
chrX	20285724	20285858	135	*	X38589	6197	20168029	20285523	117495	-	200	upstream	200	RPS6KA3
chrX	20286071	20286080	10	*	X38590	6197	20168029	20285523	117495	-	547	upstream	547	RPS6KA3
chrX	20286124	20286190	67	*	X38591	6197	20168029	20285523	117495	-	600	upstream	600	RPS6KA3
chrX	21958526	21958645	120	*	X38595	6611	21958691	22012955	54265	+	45	upstream	45	SMS
chrX	21958704	21958793	90	*	X38596	6611	21958691	22012955	54265	+	0	inside	12	SMS
chrX	23350989	23351078	90	*	X38599	139411	23352985	23414918	61934	+	1906	upstream	1906	PTCHD1
chrX	23352437	23352541	105	*	X38600	139411	23352985	23414918	61934	+	443	upstream	443	PTCHD1
chrX	23925262	23925396	135	*	X38605	254158	23926123	23957624	31502	+	726	upstream	726	CXorf58
chrX	23925532	23925636	105	*	X38606	254158	23926123	23957624	31502	+	486	upstream	486	CXorf58
chrX	24167308	24167380	73	*	X38610	7543	24167762	24234372	66611	+	381	upstream	381	ZFX
chrX	24168516	24168537	22	*	X38611	100873922	24164342	24167771	3430	-	744	upstream	744	ZFX-AS1
chrX	24169688	24169807	120	*	X38612	100873922	24164342	24167771	3430	-	1916	upstream	1916	ZFX-AS1
chrX	24482646	24483035	390	*	X38615	5165	24483344	24568583	85240	+	308	upstream	308	PDK3
chrX	25033914	25034003	90	*	X38628	170302	25021813	25034065	12253	-	0	inside	61	ARX
chrX	25034829	25034918	90	*	X38629	170302	25021813	25034065	12253	-	763	upstream	763	ARX
chrX	25035474	25035608	135	*	X38630	170302	25021813	25034065	12253	-	1408	upstream	1408	ARX
chrX	25035669	25035758	90	*	X38631	170302	25021813	25034065	12253	-	1603	upstream	1603	ARX
chrX	28604446	28604595	150	*	X38636	11141	28605681	29974017	1368337	+	1085	upstream	1085	IL1RAPL1
chrX	28604821	28604955	135	*	X38637	11141	28605681	29974017	1368337	+	725	upstream	725	IL1RAPL1
chrX	28605361	28605456	96	*	X38638	11141	28605681	29974017	1368337	+	224	upstream	224	IL1RAPL1
chrX	30327230	30327349	120	*	X38641	190	30322539	30327495	4957	-	0	inside	145	NR0B1
chrX	30671756	30671950	195	*	X38642	2710	30671476	30749577	78102	+	0	inside	279	GK
chrX	37208360	37208449	90	*	X38649	5638	37208528	37316548	108021	+	78	upstream	78	PRRG1
chrX	37208533	37208553	21	*	X38650	5638	37208528	37316548	108021	+	0	inside	4	PRRG1
chrX	38080150	38080254	105	*	X38659	8406	38008588	38080177	71590	-	0	overlapStart	0	SRPX
chrX	38660745	38660849	105	*	X38663	58526	38660685	38665783	5099	+	0	inside	59	MID1IP1
chrX	38660880	38660999	120	*	X38664	58526	38660685	38665783	5099	+	0	inside	194	MID1IP1
chrX	40036326	40036460	135	*	X38743	54880	39910499	40036582	126084	-	0	inside	121	BCOR
chrX	40440397	40440486	90	*	X38744	10159	40440216	40465888	25673	+	0	inside	180	ATP6AP2
chrX	40506466	40506615	150	*	X38747	159013	40486173	40506819	20647	-	0	inside	203	CXorf38
chrX	40594869	40594943	75	*	X38750	9282	40508795	40595136	86342	-	0	inside	192	MED14
chrX	40595147	40595236	90	*	X38751	9282	40508795	40595136	86342	-	10	upstream	10	MED14
chrX	41192479	41192492	14	*	X38754	1654	41192651	41223725	31075	+	158	upstream	158	DDX3X
chrX	41192717	41192733	17	*	X38755	1654	41192651	41223725	31075	+	0	inside	65	DDX3X
chrX	41782069	41782188	120	*	X38757	8573	41374189	41782287	408099	-	0	inside	98	CASK
chrX	41782264	41782383	120	*	X38758	8573	41374189	41782287	408099	-	0	overlapStart	0	CASK
chrX	43741307	43741456	150	*	X38761	4129	43625857	43741721	115865	-	0	inside	264	MAOB
chrX	43741742	43741801	60	*	X38762	4129	43625857	43741721	115865	-	20	upstream	20	MAOB
chrX	44202943	44203074	132	*	X38763	80258	44007128	44202923	195796	-	19	upstream	19	EFHC2
chrX	44401817	44401981	165	*	X38764	139341	44382885	44402221	19337	-	0	inside	239	FUNDC1
chrX	44402031	44402135	105	*	X38765	139341	44382885	44402221	19337	-	0	inside	85	FUNDC1
chrX	44731977	44732111	135	*	X38766	7403	44732423	44971845	239423	+	311	upstream	311	KDM6A
chrX	44732360	44732514	155	*	X38767	7403	44732423	44971845	239423	+	0	overlapStart	0	KDM6A
chrX	44732560	44732561	2	*	X38768	7403	44732423	44971845	239423	+	0	inside	136	KDM6A
chrX	46306793	46306912	120	*	X38772	55634	46306624	46334074	27451	+	0	inside	168	KRBOX4
chrX	46404579	46404788	210	*	X38773	401588	46404925	46407910	2986	+	136	upstream	136	ZNF674-AS1
chrX	46404579	46404788	210	*	X38773	641339	46357160	46404892	47733	-	0	inside	103	ZNF674
chrX	46771799	46771862	64	*	X38777	9767	46771736	46920641	148906	+	0	inside	62	JADE3
chrX	46937701	46937791	91	*	X38779	9104	46937775	46952712	14938	+	0	overlapStart	0	RGN
chrX	47003758	47003847	90	*	X38784	8241	47004617	47046214	41598	+	769	upstream	769	RBM10
chrX	47004901	47005020	120	*	X38785	8241	47004617	47046214	41598	+	0	inside	283	RBM10
chrX	47004901	47005020	120	*	X38785	54539	47001615	47004609	2995	-	291	upstream	291	NDUFB11
chrX	47005079	47005243	165	*	X38786	54539	47001615	47004609	2995	-	469	upstream	469	NDUFB11
chrX	47005289	47005483	195	*	X38787	54539	47001615	47004609	2995	-	679	upstream	679	NDUFB11
chrX	47050493	47050642	150	*	X38788	7317	47050199	47074527	24329	+	0	inside	293	UBA1
chrX	47342277	47342411	135	*	X38801	7592	47305561	47342610	37050	-	0	inside	198	ZNF41
chrX	47420028	47420117	90	*	X38804	369	47420499	47431320	10822	+	381	upstream	381	ARAF
chrX	47420658	47420762	105	*	X38805	369	47420499	47431320	10822	+	0	inside	158	ARAF
chrX	47420793	47420927	135	*	X38806	369	47420499	47431320	10822	+	0	inside	293	ARAF
chrX	47441529	47441645	117	*	X38811	7076	47441690	47446190	4501	+	44	upstream	44	TIMP1
chrX	47441691	47441738	48	*	X38812	7076	47441690	47446190	4501	+	0	inside	0	TIMP1
chrX	47441973	47442163	191	*	X38813	7076	47441690	47446190	4501	+	0	inside	282	TIMP1
chrX	47479125	47479229	105	*	X38815	6853	47431300	47479256	47957	-	0	inside	26	SYN1
chrX	47479560	47479694	135	*	X38816	6853	47431300	47479256	47957	-	303	upstream	303	SYN1
chrX	47509725	47510055	331	*	X38822	2002	47494919	47510003	15085	-	0	overlapStart	0	ELK1
chrX	47518086	47518172	87	*	X38823	100133957	47518232	47519776	1545	+	59	upstream	59	UXT-AS1
chrX	47518214	47518220	7	*	X38824	100133957	47518232	47519776	1545	+	11	upstream	11	UXT-AS1
chrX	47695826	47695975	150	*	X38825	347344	47696301	47781655	85355	+	325	upstream	325	ZNF81
chrX	47863109	47863288	180	*	X38826	389852	47863734	47991997	128264	+	445	upstream	445	SPACA5
chrX	47863109	47863288	180	*	X38826	7569	47834250	47863394	29145	-	0	inside	105	ZNF182
chrX	47931114	47931233	120	*	X38828	57232	47842685	47931025	88341	-	88	upstream	88	ZNF630
chrX	48334371	48334445	75	*	X38834	24140	48334549	48344752	10204	+	103	upstream	103	FTSJ1
chrX	48367201	48367335	135	*	X38837	64840	48367371	48379202	11832	+	35	upstream	35	PORCN
chrX	48367621	48367770	150	*	X38838	64840	48367371	48379202	11832	+	0	inside	249	PORCN
chrX	48380221	48380430	210	*	X38839	10682	48380164	48387104	6941	+	0	inside	56	EBP
chrX	48397911	48398300	390	*	X38840	4943	48398075	48420997	22923	+	0	overlapStart	0	TBC1D25
chrX	48398316	48398690	375	*	X38841	4943	48398075	48420997	22923	+	0	inside	240	TBC1D25
chrX	48456112	48456231	120	*	X38842	64743	48455880	48463582	7703	+	0	inside	231	WDR13
chrX	48660442	48661107	666	*	X38849	10013	48660287	48683380	23094	+	0	inside	154	HDAC6
chrX	48693688	48693807	120	*	X38855	27344	48689504	48694036	4533	-	0	inside	228	PCSK1N
chrX	48753834	48753917	84	*	X38859	10084	48755195	48760422	5228	+	1277	upstream	1277	PQBP1
chrX	48754445	48754639	195	*	X38860	10084	48755195	48760422	5228	+	555	upstream	555	PQBP1
chrX	48776999	48777118	120	*	X38866	11040	48770459	48776413	5955	-	585	upstream	585	PIM2
chrX	48816347	48816421	75	*	X38867	55593	48779303	48815648	36346	-	698	upstream	698	OTUD5
chrX	48827791	48828194	404	*	X38868	3750	48818639	48828251	9613	-	0	inside	56	KCND1
chrX	48828433	48828522	90	*	X38869	3750	48818639	48828251	9613	-	181	upstream	181	KCND1
chrX	48858399	48858533	135	*	X38872	56850	48830134	48858675	28542	-	0	inside	141	GRIPAP1
chrX	48858549	48858668	120	*	X38873	56850	48830134	48858675	28542	-	0	inside	6	GRIPAP1
chrX	48900725	48900923	199	*	X38878	7030	48886242	48900990	14749	-	0	inside	66	TFE3
chrX	48910841	48910904	64	*	X38879	90060	48910961	48927510	16550	+	56	upstream	56	CCDC120
chrX	48911026	48911122	97	*	X38880	90060	48910961	48927510	16550	+	0	inside	64	CCDC120
chrX	48937936	48938087	152	*	X38887	11230	48928818	48937564	8747	-	371	upstream	371	PRAF2
chrX	49028119	49028223	105	*	X38899	5355	49028184	49031468	3285	+	0	overlapStart	0	PLP2
chrX	49043339	49043416	78	*	X38903	4007	49031906	49042776	10871	-	562	upstream	562	PRICKLE3
chrX	49091990	49092184	195	*	X38908	28952	49091927	49106987	15061	+	0	inside	62	CCDC22
chrX	49125995	49126099	105	*	X38909	89801	49126306	49144555	18250	+	206	upstream	206	PPP1R3F
chrX	49644182	49644316	135	*	X38911	389856	49644470	49647168	2699	+	153	upstream	153	USP27X
chrX	49644182	49644316	135	*	X38911	158572	49641327	49643959	2633	-	222	upstream	222	USP27X-AS1
chrX	49644354	49644473	120	*	X38912	389856	49644470	49647168	2699	+	0	overlapStart	0	USP27X
chrX	49644354	49644473	120	*	X38912	158572	49641327	49643959	2633	-	394	upstream	394	USP27X-AS1
chrX	49687364	49687498	135	*	X38913	1184	49687225	49863892	176668	+	0	inside	138	CLCN5
chrX	50214001	50214105	105	*	X38916	139189	50111879	50213721	101843	-	279	upstream	279	DGKK
chrX	50214301	50214301	1	*	X38917	139189	50111879	50213721	101843	-	579	upstream	579	DGKK
chrX	50214369	50214405	37	*	X38918	139189	50111879	50213721	101843	-	647	upstream	647	DGKK
chrX	51075312	51075386	75	*	X38920	170685	51075083	51080377	5295	+	0	inside	228	NUDT10
chrX	51239728	51239802	75	*	X38923	55190	51232863	51239459	6597	-	268	upstream	268	NUDT11
chrX	53077077	53077196	120	*	X38935	54328	53078506	53109796	31291	+	1309	upstream	1309	GPR173
chrX	53077362	53077529	168	*	X38936	54328	53078506	53109796	31291	+	976	upstream	976	GPR173
chrX	53077654	53077676	23	*	X38937	54328	53078506	53109796	31291	+	829	upstream	829	GPR173
chrX	53077842	53077991	150	*	X38938	54328	53078506	53109796	31291	+	514	upstream	514	GPR173
chrX	53078264	53078456	193	*	X38939	54328	53078506	53109796	31291	+	49	upstream	49	GPR173
chrX	53111046	53111205	160	*	X38942	64061	53111542	53117728	6187	+	336	upstream	336	TSPYL2
chrX	53351158	53351277	120	*	X38950	23096	53262058	53350522	88465	-	635	upstream	635	IQSEC2
chrX	53448133	53448237	105	*	X38951	158787	53449805	53458063	8259	+	1567	upstream	1567	RIBC1
chrX	53449183	53449317	135	*	X38952	158787	53449805	53458063	8259	+	487	upstream	487	RIBC1
chrX	53450083	53450232	150	*	X38953	158787	53449805	53458063	8259	+	0	inside	277	RIBC1
chrX	53450083	53450232	150	*	X38953	8243	53401070	53449618	48549	-	464	upstream	464	SMC1A
chrX	53713299	53713463	165	*	X38958	10075	53559057	53713697	154641	-	0	inside	233	HUWE1
chrX	53713629	53713763	135	*	X38959	10075	53559057	53713697	154641	-	0	overlapStart	0	HUWE1
